obs_id,season,day_of_week,operational_state,temperatura_c,ph,caudal_m3h,dbo5_mgl,dqo_mgl,dqo_dbo_ratio,nh4_mgl,od_mgl,adh_ugTTF_gVSS_h,toxicity_pct,adh_pct,od_pct,nh4_pct,bhi,bhi_label,decreto_674_dbo_compliant,decreto_674_nh4_compliant
2807,winter,Sun,healthy,16.55,7.108,6,28.35,50.28,1.774,11.67,5.117,1.2987,1,28.86,55.62,5.56,69.48,stressed,1,1
2808,spring,Mon,healthy,22.7,6.952,13.08,45.45,68.18,1.5,8.29,5.995,1.1313,7.55,25.14,65.16,3.95,69.7,stressed,1,1
2809,summer,Tue,healthy,25.39,7.296,15.72,44.98,77.34,1.719,13.78,7.783,2.1391,1.55,47.54,84.6,6.56,81.01,healthy,1,1
2810,autumn,Wed,healthy,19.13,7.178,16.29,25.6,44.5,1.738,7.74,5.502,1.9578,4.19,43.51,59.81,3.68,73.86,stressed,1,1
2811,winter,Thu,healthy,14.08,7.29,17.57,30.7,53.25,1.735,8.35,5.779,1.6164,6.25,35.92,62.82,3.98,72.13,stressed,1,1
2812,spring,Fri,healthy,20.99,7.088,21.33,51.96,86.96,1.674,5.42,6.287,1.9793,7.03,43.98,68.33,2.58,75.68,healthy,0,1
2813,summer,Sat,healthy,25.82,7.408,15.24,10,14.67,1.467,1.74,7.694,2.6093,12.28,57.98,83.63,0.83,82.13,healthy,1,1
2814,autumn,Sun,stressed,22.52,7.15,14,45,86.51,1.922,20,2.012,0.4312,30.52,9.58,21.87,9.52,47.85,critical,1,1
2815,winter,Mon,stressed,14.98,6.838,20.37,118.92,226.33,1.903,62.87,1.327,0.3144,50.39,6.99,14.42,29.94,35.27,critical,0,0
2816,spring,Tue,healthy,22.49,6.797,16.01,37.56,70.1,1.867,7.47,7.294,2.3067,6.65,51.26,79.28,3.56,80.08,healthy,1,1
2817,summer,Wed,critical,25.67,5.686,38.77,498.28,1120.58,2.249,86.64,0.05,0.0927,62.61,2.06,0.54,41.26,24.68,critical,0,0
2818,autumn,Thu,healthy,19.93,7.385,17.03,42.89,77.14,1.799,15.24,7.987,1.5176,9.47,33.72,86.82,7.26,75.95,healthy,1,1
2819,winter,Fri,healthy,14.08,7.343,21.29,43.18,71.02,1.645,17.37,7.253,1.5445,8.87,34.32,78.84,8.27,74.0,stressed,1,1
2820,spring,Sat,stressed,21.51,7.141,14,45,81.09,1.802,57.56,1.699,0.4635,44.0,10.3,18.47,27.41,39.34,critical,1,0
2821,summer,Sun,healthy,28.51,7.247,11.42,11.81,17.15,1.452,1,7.048,2.2342,3.0,49.65,76.61,0.48,80.69,healthy,1,1
2822,autumn,Mon,stressed,20.44,6.261,39.27,158.55,297.44,1.876,30.09,1.291,0.4434,32.82,9.85,14.03,14.33,44.18,critical,0,1
2823,winter,Tue,healthy,15.2,7.226,24.69,38.89,60.68,1.56,10.48,5.619,0.8483,11.27,18.85,61.07,4.99,65.91,stressed,1,1
2824,spring,Wed,critical,24.24,5.314,46.16,372.61,838.91,2.251,174.11,0.05,0.0601,70.76,1.34,0.54,82.91,12.05,critical,0,0
2825,summer,Thu,stressed,29.97,6.22,50.11,137.59,252.92,1.838,44.78,1.523,0.5258,34.67,11.68,16.56,21.32,43.06,critical,0,0
2826,autumn,Fri,healthy,19.56,7.209,9.67,30.29,53.31,1.76,1,5.216,1.1522,8.18,25.6,56.69,0.48,68.41,stressed,1,1
2827,winter,Sat,healthy,13.68,7.379,6.28,32.92,54.46,1.655,6.12,6.0,1.1235,4.79,24.97,65.22,2.91,70.62,stressed,1,1
2828,spring,Sun,healthy,20.2,7.132,6.32,10,15.98,1.598,3.62,6.9,1.8949,5.74,42.11,75.0,1.72,77.41,healthy,1,1
2829,summer,Mon,healthy,31.04,7.168,14.62,30.45,52.36,1.719,3.97,5.6,1.8842,14.59,41.87,60.87,1.89,71.57,stressed,1,1
2830,autumn,Tue,healthy,21.02,7.493,20.06,39.28,67.39,1.716,9.6,8.61,2.6169,8.71,58.15,93.59,4.57,84.61,healthy,1,1
2831,winter,Wed,stressed,10.37,7.33,59.56,135.13,272.39,2.016,48.29,1.443,0.16,55.2,3.56,15.69,23.0,35.26,critical,0,0
2832,spring,Thu,stressed,19.53,7.107,36.55,147.23,309.4,2.102,83.63,0.774,0.3263,43.74,7.25,8.42,39.82,33.03,critical,0,0
2833,summer,Fri,healthy,30.05,7.336,14.42,35.08,55.89,1.593,3.46,6.843,2.0158,2.98,44.8,74.38,1.65,78.64,healthy,1,1
2834,autumn,Sat,healthy,19.28,7.136,17.79,23.7,42.92,1.811,1,6.614,1.9382,1.73,43.07,71.89,0.48,78.19,healthy,1,1
2835,winter,Sun,stressed,10.79,6.692,14,45,81.19,1.804,46.57,2.757,0.2758,35.29,6.13,29.97,22.18,44.66,critical,1,0
2836,spring,Mon,critical,22.18,5.103,52.32,423.08,984.37,2.327,126.81,0.05,0.0819,69.92,1.82,0.54,60.39,18.01,critical,0,0
2837,summer,Tue,healthy,31.13,7.325,12.91,34.86,44.95,1.289,15.17,5.235,1.22,9.57,27.11,56.9,7.23,66.8,stressed,1,1
2838,autumn,Wed,healthy,18.27,7.216,20.46,46.22,78.29,1.694,10.41,6.254,1.6783,4.45,37.3,67.98,4.96,73.97,stressed,1,1
2839,winter,Thu,healthy,11.28,7.014,17.91,31.12,49.01,1.575,10.57,7.894,1.9935,4.92,44.3,85.8,5.03,80.04,healthy,1,1
2840,spring,Fri,healthy,19.49,7.184,21.52,48.92,72.66,1.485,3.55,6.809,1.965,6.63,43.67,74.01,1.69,77.34,healthy,1,1
2841,summer,Sat,healthy,27.57,6.825,21.63,19.8,32.26,1.63,1,5.608,1.2763,10.67,28.36,60.96,0.48,69.54,stressed,1,1
2842,autumn,Sun,healthy,17.04,7.096,6,26.38,48.04,1.821,8.93,7.18,1.7702,14.43,39.34,78.04,4.25,74.67,stressed,1,1
2843,winter,Mon,critical,11.45,6.082,46.74,386.15,812.47,2.104,162.09,0.05,0.0568,93.51,1.26,0.54,77.19,7.78,critical,0,0
2844,spring,Tue,healthy,18.37,7.134,22.35,56.97,103.48,1.817,15.01,6.19,1.412,3.62,31.38,67.29,7.15,71.97,stressed,0,1
2845,summer,Wed,stressed,32.77,6.936,24.75,110.04,222.06,2.018,35.5,1.885,0.4524,27.02,10.05,20.49,16.9,46.65,critical,0,0
2846,autumn,Thu,stressed,18.96,7.074,25.21,91.63,160.88,1.756,59.81,0.433,0.3089,45.79,6.86,4.71,28.48,34.33,critical,0,0
2847,winter,Fri,healthy,10.05,7.164,17.21,33.17,53.65,1.617,12.65,7.367,1.0444,7.33,23.21,80.08,6.02,72.48,stressed,1,1
2848,spring,Sat,stressed,24.97,7.008,26.38,84.94,147.01,1.731,74.0,1.724,0.6204,28.06,13.79,18.74,35.24,42.3,critical,0,0
2849,summer,Sun,healthy,24.36,6.897,11.3,10,14.55,1.455,3.23,5.958,1.8378,8.73,40.84,64.76,1.54,73.83,stressed,1,1
2850,autumn,Mon,healthy,19.18,7.045,15.64,38.66,67.36,1.742,12.53,6.454,1.728,9.89,38.4,70.15,5.97,73.17,stressed,1,1
2851,winter,Tue,healthy,13.07,7.317,24.83,28.6,46.1,1.612,18.87,5.377,1.0478,10.43,23.28,58.45,8.99,65.58,stressed,1,1
2852,spring,Wed,healthy,21.8,7.179,24.96,30.96,50.67,1.637,3.94,6.393,2.2025,4.11,48.95,69.49,1.88,78.11,healthy,1,1
2853,summer,Thu,healthy,29.3,7.128,19.17,21.39,35.45,1.657,1,6.543,1.1839,8.75,26.31,71.11,0.48,72.05,stressed,1,1
2854,autumn,Fri,critical,21.71,6.465,43.53,347.71,893.07,2.568,159.21,0.05,0.0612,65.65,1.36,0.54,75.81,15.11,critical,0,0
2855,winter,Sat,healthy,10.52,7.348,8.51,24.96,44.53,1.784,5.0,7.793,1.0725,13.12,23.83,84.71,2.38,73.26,stressed,1,1
2856,spring,Sun,stressed,22.55,6.811,21.11,81.46,139.74,1.715,36.34,1.839,0.387,45.18,8.6,19.98,17.31,41.53,critical,0,0
2857,summer,Mon,stressed,29.26,6.593,37.6,135.97,233.31,1.716,61.21,0.622,0.4127,23.2,9.17,6.77,29.15,40.9,critical,0,0
2858,autumn,Tue,healthy,19.97,7.219,20.92,34.2,58.42,1.708,3.69,5.193,1.2828,7.15,28.51,56.45,1.76,69.01,stressed,1,1
2859,winter,Wed,healthy,11.48,7.125,18.62,44.65,75.55,1.692,4.44,6.284,1.3218,1.98,29.37,68.31,2.12,73.4,stressed,1,1
2860,spring,Thu,healthy,18.5,7.138,21.89,39.94,68.72,1.721,7.79,6.251,1.9696,13.09,43.77,67.95,3.71,73.73,stressed,1,1
2861,summer,Fri,healthy,31.94,7.272,23.12,33.86,54.07,1.597,9.98,6.103,1.4178,11.38,31.51,66.33,4.75,70.43,stressed,1,1
2862,autumn,Sat,healthy,20.2,6.917,13.13,25.36,42.52,1.677,9.27,6.082,1.702,10.15,37.82,66.11,4.41,72.34,stressed,1,1
2863,winter,Sun,healthy,15.4,7.43,12.42,10,15.86,1.586,1.5,7.66,1.3378,12.71,29.73,83.26,0.72,74.89,stressed,1,1
2864,spring,Mon,healthy,22.21,6.865,27.29,53.43,81.18,1.52,1.15,5.798,1.586,11.53,35.24,63.02,0.55,71.55,stressed,0,1
2865,summer,Tue,stressed,31.56,6.65,48.72,191.91,411.98,2.147,64.79,1.549,0.5575,36.87,12.39,16.83,30.85,40.37,critical,0,0
2866,autumn,Wed,healthy,19.22,6.967,13.12,38.49,60.08,1.561,2.94,4.878,1.4681,3.52,32.63,53.02,1.4,70.18,stressed,1,1
2867,winter,Thu,healthy,11.08,7.19,18.73,33.25,59.41,1.787,7.38,5.09,0.8647,15.18,19.22,55.32,3.51,63.96,stressed,1,1
2868,spring,Fri,healthy,17.15,6.982,14.55,45.77,72.83,1.591,7.73,5.283,1.6107,9.18,35.79,57.42,3.68,70.09,stressed,1,1
2869,summer,Sat,critical,26.79,5.533,42.61,442.52,940.42,2.125,123.41,0.05,0.0721,85.1,1.6,0.54,58.77,14.57,critical,0,0
2870,autumn,Sun,critical,17.56,5.376,57.28,329.35,695.03,2.11,84.7,0.05,0.0583,84.21,1.29,0.54,40.34,19.32,critical,0,0
2871,winter,Mon,healthy,10.02,7.475,20.45,51.82,68.5,1.322,6.76,5.965,1.039,9.43,23.09,64.84,3.22,68.82,stressed,0,1
2872,spring,Tue,healthy,19.42,7.36,21.3,35.59,53.61,1.506,13.65,6.42,1.8639,1.12,41.42,69.79,6.5,75.9,healthy,1,1
2873,summer,Wed,healthy,29.94,7.244,20.8,42.03,72.16,1.717,9.6,5.238,1.443,6.34,32.07,56.93,4.57,69.52,stressed,1,1
2874,autumn,Thu,critical,19.9,5.421,46.46,346.53,761.7,2.198,128.36,0.05,0.0673,58.96,1.5,0.54,61.12,20.49,critical,0,0
2875,winter,Fri,stressed,13.04,6.46,25.59,111.65,207.54,1.859,105.19,0.052,0.2931,29.49,6.51,0.56,50.09,31.88,critical,0,0
2876,spring,Sat,stressed,23.88,6.93,37.27,80.76,161.51,2.0,21.57,3.188,0.9008,29.94,20.02,34.66,10.27,53.61,stressed,0,1
2877,summer,Sun,healthy,30.2,6.916,6.05,16.38,27.6,1.685,1,6.934,0.9036,2.6,20.08,75.37,0.48,73.09,stressed,1,1
2878,autumn,Mon,stressed,22.94,6.732,14.21,125.54,253.93,2.023,79.5,0.309,0.5402,27.36,12.0,3.36,37.86,37.54,critical,0,0
2879,winter,Tue,healthy,15.31,7.18,19.44,40.7,70.02,1.721,7.61,8.605,1.847,9.74,41.04,93.53,3.62,80.3,healthy,1,1
2880,spring,Wed,healthy,22.3,7.375,27.48,39.78,64.24,1.615,7.43,8.624,3.4246,6.24,76.1,93.74,3.54,90.02,healthy,1,1
2881,summer,Thu,healthy,24.52,6.939,16.06,33.71,59.38,1.762,9.49,8.17,3.0949,7.89,68.78,88.8,4.52,86.29,healthy,1,1
2882,autumn,Fri,healthy,22.15,7.13,13.26,49.99,90.44,1.809,6.01,6.945,2.2488,4.73,49.97,75.49,2.86,79.47,healthy,1,1
2883,winter,Sat,healthy,9.4,7.254,13.35,28.46,44.37,1.559,3.19,6.768,1.0685,9.29,23.74,73.57,1.52,71.63,stressed,1,1
2884,spring,Sun,stressed,23.08,6.595,15.11,45,93.75,2.083,31.31,1.785,0.3873,40.39,8.61,19.4,14.91,43.18,critical,1,1
2885,summer,Mon,healthy,28.61,6.917,13.84,13.6,20.77,1.527,14.39,6.722,1.8808,14.53,41.8,73.06,6.85,73.37,stressed,1,1
2886,autumn,Tue,healthy,20.58,7.063,21.43,37.73,67.0,1.776,8.93,7.044,2.1256,4.22,47.23,76.56,4.25,78.83,healthy,1,1
2887,winter,Wed,stressed,14.42,6.001,37.25,206.4,436.44,2.115,55.07,0.05,0.2771,48.01,6.16,0.54,26.23,33.12,critical,0,0
2888,spring,Thu,healthy,22.65,7.352,11.59,51.67,92.97,1.799,8.51,6.975,2.4547,9.22,54.55,75.82,4.05,79.28,healthy,0,1
2889,summer,Fri,healthy,31.1,6.954,11.78,27.33,40.99,1.5,9.74,7.77,1.8296,14.57,40.66,84.45,4.64,76.48,healthy,1,1
2890,autumn,Sat,stressed,20.39,6.814,20.7,74.09,148.57,2.005,20,2.427,0.5197,34.3,11.55,26.38,9.52,48.53,critical,0,1
2891,winter,Sun,stressed,13.26,7.03,14,45,87.75,1.95,23.75,2.781,0.5157,34.42,11.46,30.23,11.31,48.99,critical,1,1
2892,spring,Mon,healthy,18.26,7.217,22.63,40.18,71.08,1.769,6.75,6.392,1.658,7.95,36.84,69.48,3.21,73.79,stressed,1,1
2893,summer,Tue,healthy,25.68,7.037,18.67,33.1,58.6,1.77,16.39,7.069,1.9113,2.2,42.47,76.84,7.8,77.33,healthy,1,1
2894,autumn,Wed,healthy,20.95,7.455,26.03,46.96,74.82,1.593,6.48,6.674,1.8332,14.83,40.74,72.54,3.09,73.84,stressed,1,1
2895,winter,Thu,healthy,15.13,7.075,15.71,29.41,46.6,1.584,10.06,8.108,1.6233,6.62,36.07,88.13,4.79,78.2,healthy,1,1
2896,spring,Fri,healthy,18.64,7.101,16.4,42.75,72.07,1.686,5.58,6.626,1.7327,9.0,38.51,72.02,2.66,74.72,stressed,1,1
2897,summer,Sat,critical,26.42,4.981,27.61,232.48,451.92,1.944,94.71,0.05,0.038,63.83,0.85,0.54,45.1,23.12,critical,0,0
2898,autumn,Sun,healthy,16.01,7.208,6,10,17.43,1.743,5.2,5.913,1.213,9.69,26.96,64.27,2.47,69.76,stressed,1,1
2899,winter,Mon,healthy,13.06,6.925,18.94,36.41,67.45,1.852,10.85,7.496,1.1347,11.02,25.22,81.48,5.17,72.63,stressed,1,1
2900,spring,Tue,healthy,24.67,7.008,10.68,42.24,74.8,1.771,7.95,7.424,2.2602,5.61,50.23,80.69,3.79,80.38,healthy,1,1
2901,summer,Wed,healthy,26.43,7.094,17.41,36.2,66.08,1.825,8.84,7.075,2.6427,6.25,58.73,76.91,4.21,81.29,healthy,1,1
2902,autumn,Thu,healthy,17.67,7.211,18.38,37.53,66.27,1.766,5.94,7.124,2.1679,9.86,48.18,77.43,2.83,78.23,healthy,1,1
2903,winter,Fri,healthy,13.16,6.972,14.0,48.63,85.54,1.759,5.87,6.445,1.4564,3.15,32.36,70.05,2.8,74.12,stressed,1,1
2904,spring,Sat,healthy,29.48,7.29,12.17,32.63,57.79,1.771,1,5.871,1.0229,8.46,22.73,63.81,0.48,69.4,stressed,1,1
2905,summer,Sun,healthy,26.94,7.313,6,12.24,22.59,1.846,5.38,5.694,1.4288,12.99,31.75,61.89,2.56,69.52,stressed,1,1
2906,autumn,Mon,healthy,21.68,7.193,20.13,49.49,82.82,1.673,12.84,5.925,1.4215,1.95,31.59,64.4,6.12,71.98,stressed,1,1
2907,winter,Tue,stressed,16.22,6.48,34.69,101.18,209.51,2.071,26.49,2.449,0.5889,37.51,13.09,26.62,12.62,47.39,critical,0,1
2908,spring,Wed,stressed,22.72,6.605,42.72,118.93,225.31,1.894,66.51,1.304,0.7503,27.29,16.67,14.18,31.67,42.97,critical,0,0
2909,summer,Thu,stressed,24.91,6.074,25.6,148.25,297.97,2.01,20,1.044,0.4374,41.99,9.72,11.35,9.52,42.39,critical,0,1
2910,autumn,Fri,healthy,16.51,7.132,16.32,29.88,44.68,1.495,12.18,7.228,1.9238,4.04,42.75,78.57,5.8,77.87,healthy,1,1
2911,winter,Sat,healthy,13.49,7.064,8.69,38.77,59.31,1.53,10.12,7.954,1.7616,4.57,39.15,86.45,4.82,79.05,healthy,1,1
2912,spring,Sun,healthy,18.9,7.13,13.06,21.12,36.16,1.713,4.68,8.258,1.972,8.54,43.82,89.76,2.23,80.7,healthy,1,1
2913,summer,Mon,healthy,29.46,7.142,11.27,18.15,32.04,1.765,1.98,5.568,1.3124,7.79,29.16,60.52,0.94,70.24,stressed,1,1
2914,autumn,Tue,healthy,17.1,7.11,20.37,31.95,47.66,1.492,2.69,7.761,2.6088,10.67,57.97,84.36,1.28,82.6,healthy,1,1
2915,winter,Wed,healthy,11.65,7.255,17.52,47.78,79.06,1.655,9.97,6.212,1.2876,7.27,28.61,67.52,4.75,71.03,stressed,1,1
2916,spring,Thu,stressed,22.23,6.551,40.07,130.69,247.25,1.892,68.81,2.529,0.654,57.06,14.53,27.49,32.77,38.05,critical,0,0
2917,summer,Fri,healthy,28.32,7.106,17.91,40.57,72.28,1.782,15.09,6.276,2.1309,3.98,47.35,68.22,7.18,76.1,healthy,1,1
2918,autumn,Sat,healthy,20.88,7.424,20.93,19.42,32.59,1.678,2.61,7.717,2.0283,1.84,45.07,83.88,1.24,81.47,healthy,1,1
2919,winter,Sun,healthy,8.88,7.271,6,20.0,33.29,1.665,3.97,7.343,1.5148,6.59,33.66,79.81,1.89,76.25,healthy,1,1
2920,spring,Mon,healthy,21.61,7.257,20.22,43.84,74.05,1.689,5.69,8.567,2.674,10.83,59.42,93.12,2.71,84.75,healthy,1,1
2921,summer,Tue,stressed,26.92,6.37,44.28,61.52,110.38,1.794,80.44,2.065,0.6593,40.55,14.65,22.44,38.3,39.56,critical,0,0
2922,autumn,Wed,healthy,17.33,6.926,22.17,35.71,60.78,1.702,1.48,6.036,1.7345,5.71,38.55,65.61,0.7,74.44,stressed,1,1
2923,winter,Thu,critical,10.32,6.024,50.55,393.86,943.05,2.394,125.68,0.05,0.0691,79.18,1.53,0.54,59.85,15.76,critical,0,0
2924,spring,Fri,stressed,25.4,6.633,44.67,160.11,313.2,1.956,55.4,2.206,0.501,34.11,11.13,23.98,26.38,43.66,critical,0,0
2925,summer,Sat,stressed,28.04,7.199,14,123.99,209.32,1.688,42.59,1.463,0.3067,31.92,6.81,15.91,20.28,42.63,critical,0,0
2926,autumn,Sun,critical,21.25,5.905,20,181.9,452.34,2.487,65.63,0.05,0.1117,55.18,2.48,0.54,31.25,29.15,critical,0,0
2927,winter,Mon,stressed,11.58,6.538,48.24,73.61,134.22,1.823,79.55,1.069,0.1848,61.84,4.11,11.62,37.88,29.0,critical,0,0
2928,spring,Tue,healthy,24.23,7.009,14.22,36.06,61.14,1.695,19.35,6.883,2.5148,5.14,55.89,74.82,9.21,79.09,healthy,1,1
2929,summer,Wed,critical,27.19,5.731,47.99,452.14,1092.58,2.416,165.74,0.05,0.0637,57.91,1.42,0.54,78.92,16.28,critical,0,0
2930,autumn,Thu,healthy,21.36,7.387,22.08,37.37,63.92,1.711,7.89,5.526,1.4074,5.64,31.28,60.07,3.76,70.49,stressed,1,1
2931,winter,Fri,healthy,15.79,6.942,19.01,24.47,40.57,1.658,9.56,6.267,1.6756,13.87,37.23,68.12,4.55,71.73,stressed,1,1
2932,spring,Sat,healthy,21.34,7.099,11.79,38.61,70.15,1.817,12.92,7.501,2.2251,8.55,49.45,81.54,6.15,79.07,healthy,1,1
2933,summer,Sun,healthy,29.51,7.066,8.7,10,16.56,1.656,6.46,5.293,1.1728,9.44,26.06,57.53,3.07,67.77,stressed,1,1
2934,autumn,Mon,healthy,18.72,7.385,22.31,38.91,56.46,1.451,10.0,7.412,2.2561,10.35,50.13,80.56,4.76,78.9,healthy,1,1
2935,winter,Tue,healthy,12.73,6.886,24.51,37.49,64.19,1.712,4.79,5.922,1.0205,9.04,22.68,64.37,2.28,68.93,stressed,1,1
2936,spring,Wed,healthy,23.58,7.079,19.87,46.46,87.17,1.876,6.8,7.633,2.6583,6.19,59.07,82.97,3.24,83.15,healthy,1,1
2937,summer,Thu,critical,24.3,5.272,60.82,375.3,976.89,2.603,65,0.05,0.1111,46.87,2.47,0.54,30.95,31.3,critical,0,0
2938,autumn,Fri,healthy,20.65,7.131,16.42,33.2,52.97,1.595,8.06,5.478,1.5663,9.05,34.81,59.54,3.84,70.37,stressed,1,1
2939,winter,Sat,healthy,11.39,7.004,10.56,15.13,24.65,1.629,10.06,4.516,0.9932,13.75,22.07,49.08,4.79,63.15,stressed,1,1
2940,spring,Sun,stressed,23.15,6.78,17.64,49.23,79.32,1.611,20,2.967,0.9103,23.4,20.23,32.25,9.52,54.89,stressed,1,1
2941,summer,Mon,stressed,32.27,6.657,29.0,105.99,191.34,1.805,64.72,1.694,0.3772,33.3,8.38,18.41,30.82,40.67,critical,0,0
2942,autumn,Tue,healthy,20.15,7.183,24.68,29.87,51.09,1.711,6.93,6.98,1.4852,16.75,33.0,75.87,3.3,72.21,stressed,1,1
2943,winter,Wed,critical,12.26,5.587,49.66,252.22,600.98,2.383,108.78,0.05,0.0423,72.56,0.94,0.54,51.8,19.28,critical,0,0
2944,spring,Thu,healthy,24.48,7.166,20.17,10,18.94,1.894,8.01,5.268,2.0976,11.61,46.61,57.27,3.81,72.11,stressed,1,1
2945,summer,Fri,healthy,28.16,6.854,10.86,43.76,73.55,1.681,5.04,7.394,1.9823,3.94,44.05,80.37,2.4,79.52,healthy,1,1
2946,autumn,Sat,healthy,21.16,7.076,15.52,27.0,47.92,1.775,8.03,7.034,2.007,10.9,44.6,76.46,3.82,76.58,healthy,1,1
2947,winter,Sun,healthy,12.23,6.883,6,24.1,42.28,1.755,1.25,5.37,1.3489,10.32,29.98,58.37,0.59,69.36,stressed,1,1
2948,spring,Mon,stressed,24.32,6.455,35.22,172.72,327.55,1.896,25.41,2.355,0.6784,45.42,15.08,25.6,12.1,45.79,critical,0,1
2949,summer,Tue,healthy,28.4,7.239,18.81,39.36,61.78,1.57,10.74,6.802,1.8547,8.55,41.22,73.93,5.11,75.37,healthy,1,1
2950,autumn,Wed,healthy,19.33,6.653,33.2,37.63,68.57,1.822,4.15,7.028,1.5801,2.64,35.11,76.4,1.98,76.72,healthy,1,1
2951,winter,Thu,healthy,10.36,7.244,23.33,40.61,69.34,1.708,8.72,6.006,1.1858,7.54,26.35,65.29,4.15,69.99,stressed,1,1
2952,spring,Fri,stressed,21.39,6.882,27.56,129.65,227.32,1.753,76.81,0.69,0.4941,47.9,10.98,7.5,36.57,33.5,critical,0,0
2953,summer,Sat,stressed,27.96,6.674,20.07,102.62,197.84,1.928,27.95,2.349,0.5918,37.11,13.15,25.53,13.31,47.07,critical,0,1
2954,autumn,Sun,critical,18.71,5.177,27.85,251.74,629.55,2.501,65,0.05,0.0517,98,1.15,0.54,30.95,18.18,critical,0,0
2955,winter,Mon,healthy,12.62,7.052,15.41,33.04,53.83,1.629,6.86,5.793,1.1869,3.01,26.38,62.96,3.27,70.77,stressed,1,1
2956,spring,Tue,healthy,21.33,7.358,25.58,50.37,82.33,1.634,2.68,5.087,1.3595,9.51,30.21,55.3,1.27,68.68,stressed,0,1
2957,summer,Wed,healthy,30.92,7.386,21.49,59.34,103.37,1.742,9.23,5.046,1.1312,8.66,25.14,54.85,4.39,66.73,stressed,0,1
2958,autumn,Thu,stressed,20.73,6.275,37.91,164.24,357.12,2.174,33.94,0.541,0.4135,61.39,9.19,5.89,16.16,34.38,critical,0,1
2959,winter,Fri,critical,11.16,5.8,46.75,301.24,601.77,1.998,156.47,0.05,0.0349,73.72,0.77,0.54,74.51,13.27,critical,0,0
2960,spring,Sat,healthy,16.28,7.282,15.04,17.82,32.32,1.814,3.7,6.926,1.3005,4.59,28.9,75.28,1.76,74.46,stressed,1,1
2961,summer,Sun,stressed,29.73,7.128,15.88,45,66.38,1.475,32.75,2.24,0.5478,47.86,12.17,24.35,15.6,43.27,critical,1,1
2962,autumn,Mon,stressed,21.26,6.577,29.49,184.31,416.76,2.261,82.22,0.05,0.4714,39.15,10.48,0.54,39.15,33.18,critical,0,0
2963,winter,Tue,healthy,12.89,6.937,22.12,33.12,56.0,1.691,14.74,5.539,1.3088,5.92,29.08,60.21,7.02,69.09,stressed,1,1
2964,spring,Wed,stressed,23.05,7.112,36.71,141.7,274.66,1.938,67.08,2.384,1.1231,36.31,24.96,25.91,31.94,45.65,critical,0,0
2965,summer,Thu,stressed,27.83,6.691,28.24,117.89,223.07,1.892,25.05,2.458,0.6597,36.41,14.66,26.72,11.93,48.26,critical,0,1
2966,autumn,Fri,healthy,17.45,7.231,19.52,41.74,69.85,1.674,9.59,8.229,2.515,11.9,55.89,89.44,4.56,82.22,healthy,1,1
2967,winter,Sat,healthy,10.22,7.232,16.65,22.72,43.87,1.931,5.54,5.122,0.7696,7.53,17.1,55.67,2.64,65.65,stressed,1,1
2968,spring,Sun,healthy,19.71,7.171,8.29,16.47,22.93,1.392,6.55,6.845,2.6123,1,58.05,74.4,3.12,82.08,healthy,1,1
2969,summer,Mon,critical,25.93,4.965,69.33,414.76,945.11,2.279,65,0.05,0.0588,83.39,1.31,0.54,30.95,21.88,critical,0,0
2970,autumn,Tue,healthy,16.82,7.344,11.64,37.35,60.79,1.628,8.57,5.84,1.4952,5.97,33.23,63.48,4.08,71.66,stressed,1,1
2971,winter,Wed,healthy,14.53,7.214,24.98,55.41,81.74,1.475,12.62,5.17,1.199,14.86,26.64,56.2,6.01,65.49,stressed,0,1
2972,spring,Thu,healthy,19.76,7.531,26.09,56.78,96.96,1.708,9.39,7.359,2.5344,4.96,56.32,79.99,4.47,81.72,healthy,0,1
2973,summer,Fri,healthy,27.27,7.111,13.39,27.53,42.97,1.561,1,6.96,2.1177,9.7,47.06,75.65,0.48,78.13,healthy,1,1
2974,autumn,Sat,critical,20.7,6.884,43.41,310.04,814.31,2.626,124.1,0.05,0.0863,63.66,1.92,0.54,59.1,19.93,critical,0,0
2975,winter,Sun,healthy,15.09,7.224,9.6,32.98,55.42,1.681,1,7.098,1.744,5.77,38.76,77.15,0.48,77.41,healthy,1,1
2976,spring,Mon,stressed,22.02,6.705,41.76,195.74,450.97,2.304,47.35,0.05,0.5302,24.43,11.78,0.54,22.55,41.34,critical,0,0
2977,summer,Tue,critical,33.01,6.429,40.41,250.39,682.65,2.726,161.07,0.05,0.0687,59.98,1.53,0.54,76.7,16.35,critical,0,0
2978,autumn,Wed,healthy,18.03,7.14,17.05,39.17,66.85,1.707,12.4,6.283,2.0011,6.21,44.47,68.29,5.9,75.16,healthy,1,1
2979,winter,Thu,stressed,15.62,7.003,28.81,134.69,264.19,1.962,79.88,0.859,0.3582,43.07,7.96,9.33,38.04,34.05,critical,0,0
2980,spring,Fri,stressed,20.17,7.003,20.23,56.92,98.86,1.737,56.14,1.577,0.4436,36.97,9.86,17.14,26.73,40.82,critical,0,0
2981,summer,Sat,healthy,31.89,7.206,14.18,10,16.23,1.623,5.86,6.211,1.6557,11.26,36.79,67.51,2.79,72.56,stressed,1,1
2982,autumn,Sun,critical,20.47,5.753,20,180,382.29,2.124,65,0.05,0.0864,66.78,1.92,0.54,30.95,26.18,critical,0,0
2983,winter,Mon,critical,10.12,5.416,70.38,467.72,1078.05,2.305,158.08,0.05,0.0506,76.71,1.12,0.54,75.28,12.42,critical,0,0
